Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
03-Apr-24,EQ,428.65,430.9,426.9,428.6,429,428.85,429.33,449.7,100.95,"18,50,105","79,43,05,152.70","26,382"
02-Apr-24,EQ,429.95,438.7,422.15,425.9,429,428.6,430.29,449.7,100.95,"24,63,011","1,05,98,14,276.35","40,323"
01-Apr-24,EQ,437.95,449.7,419.65,427.8,428,425.9,435.54,449.7,100.95,"31,44,784","1,36,96,87,312.90","88,123"
28-Mar-24,EQ,420.75,439,416.3,415.15,433.7,427.8,426.35,439,100.95,"42,23,254","1,80,05,70,301.20","84,902"
27-Mar-24,EQ,400.85,418,393.6,400.85,416.95,415.15,411.23,419.4,100.95,"44,55,320","1,83,21,66,832.05","1,01,640"
26-Mar-24,EQ,390,409.95,384.3,385.2,398,400.85,402.15,419.4,100.95,"39,66,704","1,59,52,02,954.60","74,443"
22-Mar-24,EQ,383.75,387.85,378.25,378.25,385,385.2,385.05,419.4,100.95,"8,70,215","33,50,79,576.20","22,962"
21-Mar-24,EQ,375,380,370.95,367.75,378.9,378.25,375.78,419.4,100.95,"9,01,194","33,86,50,189.10","21,249"
20-Mar-24,EQ,366.8,370.9,357.4,366.8,368.45,367.75,363.46,419.4,100.95,"12,90,666","46,91,04,407.95","29,727"
19-Mar-24,EQ,375,375.5,365,373.1,366.7,366.8,369.07,419.4,100.95,"6,89,243","25,43,75,655.15","25,551"
18-Mar-24,EQ,371,397,370,370.05,371.5,373.1,375.15,419.4,100.95,"18,52,436","69,49,48,315.85","53,996"
15-Mar-24,EQ,384,391.5,364.5,385.8,377.25,370.05,372.3,419.4,100.95,"44,03,727","1,63,95,26,001.65","60,833"
14-Mar-24,EQ,385,391.65,375.6,390.1,386.85,385.8,385.68,419.4,100.95,"12,75,548","49,19,51,888.65","40,922"
13-Mar-24,EQ,381.5,406,352.15,381.5,378,390.1,377.68,419.4,100.95,"38,99,830","1,47,28,89,296.80","1,03,039"
12-Mar-24,EQ,397.1,401.95,377.05,396.3,384,381.5,390,419.4,100.95,"13,60,992","53,07,91,532.55","42,392"
11-Mar-24,EQ,409.45,419,393.5,409.45,397.2,396.3,403.39,419.4,100.95,"18,42,870","74,33,92,759.30","55,826"
07-Mar-24,EQ,409.25,412.4,405.05,405.65,409,409.45,408.72,419.4,100.95,"10,56,298","43,17,29,609.95","32,283"
06-Mar-24,EQ,405,409.9,391.7,403.25,403.25,405.65,400.94,419.4,100.95,"16,50,504","66,17,46,630.25","46,866"
05-Mar-24,EQ,410,413,398.3,408.95,403.3,403.25,406.87,419.4,100.95,"19,93,796","81,12,09,228.60","54,904"
04-Mar-24,EQ,414,414.35,402.25,412.4,409.35,408.95,407.01,419.4,100.95,"17,06,642","69,46,20,417.30","48,647"
02-Mar-24,EQ,401.6,419.4,399.65,399.45,410,412.4,409.29,419.4,100.95,"7,82,453","32,02,52,524.95","11,558"
01-Mar-24,EQ,398.6,409.7,385.7,396.85,399.45,399.45,399.19,409.7,100.95,"49,13,833","1,96,15,29,335.20","1,55,414"
29-Feb-24,EQ,378.55,398.6,370.3,378.5,395.95,396.85,389.76,409.7,100.95,"71,49,833","2,78,67,39,011.25","1,04,926"
28-Feb-24,EQ,371,390,368.1,370.5,378.4,378.5,379.47,409.7,100.95,"23,89,486","90,67,27,520.70","59,116"
27-Feb-24,EQ,376.25,383.1,366.25,379.35,370.6,370.5,375.6,409.7,100.95,"9,18,920","34,51,43,047.75","29,705"
26-Feb-24,EQ,384,387.5,377,384.65,378,379.35,381.09,409.7,100.95,"10,61,251","40,44,28,413.60","40,393"
23-Feb-24,EQ,384,387.8,380,383.85,384.9,384.65,383.41,409.7,100.95,"11,81,055","45,28,31,080.95","45,917"
22-Feb-24,EQ,379.7,385.7,375,376.25,383,383.85,382.26,409.7,100.95,"16,97,046","64,87,05,516.95","46,855"
21-Feb-24,EQ,364.55,388,364.55,364.55,378.35,376.25,379.09,409.7,100.95,"34,00,773","1,28,91,90,333.05","79,149"
20-Feb-24,EQ,374.8,376,363,374.15,367,364.55,366.65,409.7,100.95,"18,69,396","68,54,13,531.65","35,736"
